PERMNO,date,TICKER,PRC,SHROUT,Market Cap
63765,20181105,SWN,5.89,581278,3423727.42
64186,20181105,CI,215.5,243365,52445157.5
64282,20181105,LB,34.24,275063,9418157.12
64311,20181105,NSC,167.2,272347,45536418.4
64390,20181105,PGR,69.73,583145,40662700.85
64653,20181105,PSA,201.60001,174364,35151784.14
64936,20181105,D,70.23,653766,45913986.18
64995,20181105,KEY,18.49,1034287,19123966.63
65330,20181105,LM,28.47,85451,2432789.97
65402,20181105,AOS,47.5,144544,6865840
65541,20181105,COO,258.25,49140,12690405
65875,20181105,VZ,57.21,4132015,236392578.2
66093,20181105,T,30.63,7270000,222680100
66157,20181105,USB,52.34,1623000,84947820
66181,20181105,HD,182.19,1144138,208450502.2
66325,20181105,SLM,10.17,435661,4430672.37
66384,20181105,WDC,48.36,289425,13996593
66800,20181105,AIG,44.13,888446,39207121.98
67029,20181105,ITI,4.43,33246,147279.78
67467,20181105,BIG,43.2,40341,1742731.2
67598,20181105,HCP,28.22,469919,13261114.18
68144,20181105,STI,62.52,458626,28673297.52
69032,20181105,MS,45.82,1700000,77894000
69550,20181105,MYL,31.37,515631,16175344.47
69649,20181105,RJF,79.47,145642,11574169.74
69796,20181105,STZ,200.3,166138,33277441.4
70033,20181105,HOG,39.21,166554,6530582.34
70332,20181105,APC,54.69,504281,27579127.89
70519,20181105,C,67.3,2442137,164355820.1
70578,20181105,ECL,155.97,288904,45060356.88
71175,20181105,UNM,37.39,218748,8178987.72
71563,20181105,BBT,49.73,770620,38322932.6
72726,20181105,STT,71.91,379536,27292433.76
73139,20181105,SYK,166.33,374187,62238523.71
75034,20181105,BHGE,26.85,412187,11067220.95
75100,20181105,TIF,116.43,122411,14252312.73
75107,20181105,ABMD,392.91,45040,17696666.4
75154,20181105,CCL,56.86,526851,29956747.86
75186,20181105,SCHW,47.28,1351063,63878258.64
75241,20181105,PXD,148.28,170401,25267060.28
75341,20181105,DRE,27.88,358319,9989933.72
75510,20181105,ADBE,239.89,488134,117098465.3
75591,20181105,IEX,133.94,76710,10274537.4
75607,20181105,SYMC,20.02,638888,12790537.76
75819,20181105,VTR,58.44,356468,20831989.92
75825,20181105,EOG,106.35,579201,61598026.35
75828,20181105,EA,92.69,302129,28004337.01
76076,20181105,CSCO,46.14,4517000,208414380
76082,20181105,COG,25.99,431180,11206368.2
76095,20181105,HOLX,39.99,270088,10800819.12
76201,20181105,XLNX,84.36,253043,21346707.48
76226,20181105,CBS,57.3,338525,19397482.5
76282,20181105,AN,39.44,89925,3546642
76605,20181105,AZO,766.34998,25559,19587139.14
76614,20181105,REGN,354.92999,106323,37737221.33
76639,20181105,TSS,90.27,182418,16466872.86
76644,20181105,X,28.86,177223,5114655.78
76708,20181105,ATGE,54.7,59368,3247429.6
76709,20181105,IDXX,201.45,86234,17371839.3
76712,20181105,AES,15.07,661683,9971562.81
76744,20181105,VRTX,174.59,255558,44617871.22
76795,20181105,ZBRA,168,53805,9039240
76841,20181105,BIIB,317.14999,201483,63900331.44
77037,20181105,ODFL,133.75,81750,10934062.5
77129,20181105,KIM,15.87,421391,6687475.17
77157,20181105,OI,17.42,158699,2764536.58
77178,20181105,QCOM,63.47,1219000,77369930
77182,20181105,PRGO,72.18,136833,9876605.94
77274,20181105,GILD,69.58,1293620,90010079.6
77338,20181105,ROP,288.34,103345,29798497.3
77357,20181105,SNPS,90,149265,13433850
77462,20181105,M,36.75,306973,11281257.75
77496,20181105,MHK,127.93,74603,9543961.79
77605,20181105,BSX,36.36,1383801,50315004.36
77606,20181105,KSS,79.2,166713,13203669.6
77649,20181105,STE,112.04,84552,9473206.08
77659,20181105,BBBY,14.26,138051,1968607.26
77661,20181105,DHI,37.36,377069,14087297.84
77668,20181105,ESRX,97.45,563860,54948157
77702,20181105,SBUX,64.48,1309100,84410768
77730,20181105,TSN,62.04,295920,18358876.8
78034,20181105,PDCO,23.33,94950,2215183.5
78877,20181105,CHK,3.79,913710,3462960.9
78916,20181105,AGN,165.47,337286,55810714.42
78975,20181105,INTU,214.44,259570,55662190.8
78987,20181105,MCHP,69.33,236510,16397238.3
79057,20181105,CB,128.59,460805,59254914.95
79089,20181105,FOSL,23.47,49456,1160732.32
79094,20181105,JBL,25.87,161879,4187809.73
79103,20181105,ORLY,327.26999,80104,26215635.28
79129,20181105,BPR,18.76,127326,2388635.76
79145,20181105,RCL,105.82,208996,22115956.72
79237,20181105,RIG,11.03,461906,5094823.18
79265,20181105,FLIR,46.99,138348,6500972.52
79323,20181105,ALL,90.39,344442,31134112.38
79545,20181105,BWA,39.38,208273,8201790.74
79547,20181105,EQR,65.67,368441,24195520.47
79637,20181105,UHS,124.1,86088,10683520.8
79678,20181105,ATVI,64.34,763051,49094701.34
79698,20181105,IT,140.85001,90818,12791716.21
79782,20181105,REG,63.29,169792,10746135.68
79785,20181105,NVR,2341.54004,3615,8464667.245
79879,20181105,VIAV,10.825,228422,2472668.15
79881,20181105,URBN,40.29,107639,4336775.31
79906,20181105,INCY,68.97,212808,14677367.76
79915,20181105,NFX,22.5,200340,4507650
80080,20181105,EMN,82.01,140042,11484844.42
80100,20181105,SPG,183.14999,320412,58683454.6
80183,20181105,MAA,97.36,117952,11483806.72
80191,20181105,ALB,106.21,108450,11518474.5
80204,20181105,MLM,174.83,63012,11016387.96
80286,20181105,TSCO,93.85,122068,11456081.8
80320,20181105,CPRT,50.36,234008,11784642.88
80381,20181105,AVB,177.07001,138219,24474439.71
80399,20181105,MAC,51.89,141051,7319136.39
80539,20181105,NKTR,40,173085,6923400
80681,20181105,ESS,249.58,66065,16488502.7
80711,20181105,AIV,43.8,157351,6891973.8
81045,20181105,O,61.47,295146,18142624.62
81055,20181105,COF,88.05,473700,41709285
81061,20181105,MCK,127.12,195376,24836197.12
81481,20181105,DLTR,86.08,238000,20487040
81540,20181105,ABC,88.56,216357,19160575.92
81593,20181105,COOP,14.25,90814,1294099.5
81655,20181105,DRI,106.34,124110,13197857.4
81675,20181105,LSI,94.24,46600,4391584
81677,20181105,WAB,84.12,96615,8127253.8
81696,20181105,DISH,30.97,229239,7099531.83
81736,20181105,RMD,105,142500,14962500
81774,20181105,FCX,12.22,1449003,17706816.66
81910,20181105,IVZ,21.72,411336,8934217.92
82107,20181105,WABC,60.53,26727,1617785.31
82196,20181105,DNR,3.53,462462,1632490.86
82298,20181105,DO,14.25,137434,1958434.5
82303,20181105,RE,221.35001,40647,8997213.856
82307,20181105,DVA,68.57,166900,11444333
82581,20181105,HSIC,84.73,152438,12916071.74
82598,20181105,NTAP,80.12,254000,20350480
82621,20181105,MLSS,0.5798,33661,19516.6478
82642,20181105,EL,141.81,219899,31183877.19
82651,20181105,WAT,195.88,77067,15095883.96
82686,20181105,CTXS,103.42,134762,13937086.04
82775,20181105,HIG,45.49,358735,16318855.15
83111,20181105,ALXN,123.21,223097,27487781.37
83143,20181105,IRM,31.63,286220,9053138.6
83382,20181105,TCX,50.19,10616,532817.04
83421,20181105,DF,7.45,91374,680736.3
83621,20181105,ANSS,153.21001,83560,12802228.44
83862,20181105,ETFC,51.44,254239,13078054.16
83906,20181105,SRCL,46.77,90595,4237128.15
83976,20181105,ANF,20.59,66750,1374382.5
84032,20181105,NOV,36.53,383367,14004396.51
84129,20181105,ZION,48.66,192185,9351722.1
84373,20181105,DGX,94.05,136072,12797571.6
84381,20181105,ROK,173.03,123165,21311239.95
84387,20181105,CMT,7.18,7990,57368.2
84761,20181105,TTWO,126.7,113872,14427582.4
84767,20181105,ARE,122.59,107527,13181734.93
84769,20181105,APH,90,301327,27119430
84788,20181105,AMZN,1627.80005,488969,795943762.6
85035,20181105,QRVO,69.32,124905,8658414.6
85058,20181105,BXP,120.96,154440,18681062.4
85072,20181105,RL,136.8,55249,7558063.2
85257,20181105,AME,73.51,231897,17046748.47
85265,20181105,SLG,92.77,85271,7910590.67
85269,20181105,VLO,91.15,427398,38957327.7
85348,20181105,YUM,87.47,317356,27759129.32
85459,20181105,CHRW,88.13,138000,12161940
85592,20181105,PLD,65.07,629530,40963517.1
85593,20181105,AMG,114.78,53432,6132924.96
85621,20181105,MTD,573.97998,25214,14472331.22
85631,20181105,ADSK,133.5,219009,29237701.5
85663,20181105,URI,126.7,81103,10275750.1
85753,20181105,VRSN,160.8,120888,19438790.4
85792,20181105,PWR,34.91,148808,5194887.28
85913,20181105,MAR,120.68,341130,41167568.4
85914,20181105,BBY,71.1,274558,19521073.8
85926,20181105,SEE,33.84,158812,5374198.08
85939,20181105,RLH,11.39,24275,276492.25
86021,20181105,LLL,190.97,78698,15028957.06
86102,20181105,FII,24.74,100491,2486147.34
86111,20181105,AMT,155.7,440488,68583981.6
86136,20181105,SRE,112.57,273458,30783167.06
86158,20181105,CTSH,69.46,579028,40219284.88
86228,20181105,RSG,71.96,324571,23356129.16
86339,20181105,CCI,111.03,415000,46077450
86356,20181105,EBAY,29.64,962827,28538192.28
86580,20181105,NVDA,211.77,610000,129179700
86783,20181105,BKNG,1871.12,46330,86688989.6
86799,20181105,CNX,15.44,203600,3143584
86868,20181105,GS,228.72,377556,86354608.32
86964,20181105,FFIV,180.82001,60215,10888076.9
86979,20181105,JNPR,29.82,344795,10281786.9
86996,20181105,SBAC,166.62,113321,18881545.02
87055,20181105,COST,234.45,438208,102737865.6
87137,20181105,DVN,33.1,508800,16841280
87184,20181105,RHT,173.31,176543,30596667.33
87267,20181105,BLK,411,159804,65679444
87299,20181105,AKAM,68.95,162866,11229610.7
87432,20181105,A,65.91,318770,21010130.7
87447,20181105,UPS,106.82,695212,74262545.84
87541,20181105,PKG,96.44,94498,9113387.12
87657,20181105,EW,149.75,209049,31305087.75
87717,20181105,EXPD,68.91,172590,11893176.9
87842,20181105,MET,44.59,994838,44359826.42
88031,20181105,MNST,54.71,552963,30252605.73
88352,20181105,ISRG,507.39999,114200,57945078.86
88436,20181105,ENDP,16.82,224345,3773482.9
88446,20181105,ILMN,324.14001,147000,47648581.47
88590,20181105,DNB,141.89999,37131,5268888.529
88661,20181105,TPR,42.75,289630,12381682.5
88664,20181105,JKHY,149.72,77298,11573056.56
88837,20181105,GRMN,64.85,188809,12244263.65
88845,20181105,AET,199.33,327400,65260642
88853,20181105,FLR,47.33,140619,6655497.27
88860,20181105,ALGN,228.12,79984,18245950.08
88873,20181105,GPN,111.59,158213,17654988.67
89002,20181105,ADS,205.92,54944,11314068.48
89003,20181105,FIS,103.97,327488,34048927.36
89006,20181105,MDLZ,42.71,1453835,62093292.85
89014,20181105,COL,131.25,164366,21573037.5
89017,20181105,WLTW,154.44,129939,20067779.16
89070,20181105,ZBH,115.03,203486,23406994.58
89071,20181105,ACN,158.60001,638340,101240730.4
89155,20181105,MKC,144.83,9897,1433382.51
89179,20181105,ANTM,269.17999,258642,69621250.97
89195,20181105,PFG,48.04,283048,13597625.92
89216,20181105,AYI,130.42999,40183,5241068.288
89217,20181105,AAP,165.11,74081,12231513.91
89258,20181105,PRU,97.82,417000,40790940
89269,20181105,CNC,131.77,205355,27059628.35
89301,20181105,GME,14.99,101947,1528185.53
89393,20181105,NFLX,315.44,436085,137558652.4
89508,20181105,KMX,70.54,174621,12317765.34
89509,20181105,XEC,83.41,95356,7953643.96
89525,20181105,CMCSA,38.02,4540060,172613081.2
89533,20181105,WYNN,109.3,108739,11885172.7
89617,20181105,EQIX,396.45999,80390,31871418.6
89626,20181105,CME,185.5,340828,63223594
89641,20181105,STX,44.95,286201,12864734.95
89731,20181105,LEN,36.68,37744,1384449.92
89866,20181105,LKQ,27.76,318203,8833315.28
90038,20181105,AIZ,96.97,62488,6059461.36
90071,20181105,NRG,38.3,303429,11621330.7
90162,20181105,GNW,4.3,500757,2153255.1
90199,20181105,CBRE,41.89,339798,14234138.22
90215,20181105,CRM,135.44,756700,102487448
90272,20181105,WCG,262.10001,49992,13102903.7
90305,20181105,EXR,88.87,126505,11242499.35
90319,20181105,GOOGL,1055.72998,298971,315632647.9
90373,20181105,DLR,110.48,206267,22788378.16
90386,20181105,MOS,32.22,385458,12419456.76
90441,20181105,FOXA,46.87,1056973,49540324.51
90442,20181105,FOX,46.41,798521,37059359.61
90454,20181105,MKTX,207.09,37593,7785134.37
90505,20181105,LVS,55.12,783554,43189496.48
90520,20181105,CE,101.35,133758,13556373.3
90537,20181105,NE,4.99,246783,1231447.17
90601,20181105,NDAQ,88.76,163957,14552823.32
90805,20181105,DISCA,33.2,156743,5203867.6
90808,20181105,EXPE,126.89,136174,17279118.86
90829,20181105,CF,49.49,233469,11554380.81
90880,20181105,AMP,126.81,141864,17989773.84
90979,20181105,UAA,23.99,186066,4463723.34
90993,20181105,ICE,78.22,569584,44552860.48
91041,20181105,LYV,55.13,209060,11525477.8
91063,20181105,VIAB,32.41,353438,11454925.58
91068,20181105,CMG,469.64999,27787,13050164.27
91103,20181105,UAL,89.47,272464,24377354.08
91152,20181105,TDG,347.17001,52629,18271210.46
91233,20181105,MA,197.98,1020931,202123919.4
91391,20181105,WIN,4.53,42900,194337
91392,20181105,WYND,42.84,99419,4259109.96
91416,20181105,HBI,16.54,360507,5962785.78
91461,20181105,WU,18.44,447251,8247308.44
91547,20181105,LDOS,62.57,149760,9370483.2
91556,20181105,ROST,101.26,371058,37573333.08
91611,20181105,FSLR,43.93,104815,4604522.95
91668,20181105,IPGP,141.17999,53400,7539011.466
91849,20181105,BR,116.58,116325,13561168.5
91926,20181105,DAL,56.05,685619,38428944.95
91937,20181105,TMUS,68.89,848393,58445793.77
92121,20181105,DFS,69.18,335965,23242058.7
92157,20181105,TEL,78.67,348459,27413269.53
92239,20181105,CXO,141.96001,200250,28427492
92293,20181105,TDC,36.22,119100,4313802
92322,20181105,ULTA,285.13,59461,16954114.93
92402,20181105,MSCI,145.08,88833,12887891.64
92602,20181105,PM,89.55,1554524,139207624.2
92611,20181105,V,139.8,1776658,248376788.4
92614,20181105,AWK,88.21,180599,15930637.79
92655,20181105,UNH,261.01001,962473,251215087.4
92778,20181105,DISCK,29.98,360245,10800145.1
93002,20181105,AVGO,220.09,408000,89796720
93089,20181105,VRSK,116.92,164620,19247370.4
93096,20181105,DG,114.09,265534,30294774.06
93132,20181105,FTNT,74.87,170370,12755601.9
93159,20181105,ESV,7.33,437100,3203943
93422,20181105,QEP,9.6,236976,2274969.6
93429,20181105,CBOE,112.14,111819,12539382.66